mutation,welch_t,welch_p,ks_stat,ks_p,cohens_d,ci99_lo,ci99_hi,significant
4325,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4326,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4327,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4328,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4329,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4330,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4331,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4332,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4333,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4334,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4335,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4336,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4337,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4338,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4339,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4340,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4341,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4342,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4343,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4344,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4345,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4346,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4347,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4348,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4349,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4350,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4351,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4352,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4353,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4354,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4355,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4356,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4357,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4358,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4359,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4360,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4361,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4362,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4363,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4364,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4365,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4366,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4367,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4368,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4369,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4370,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4371,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4372,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4373,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4374,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4375,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4376,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4377,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4378,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4379,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4380,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4381,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4382,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4383,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4384,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4385,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4386,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4387,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4388,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4389,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4390,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4391,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4392,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4393,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4394,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4395,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4396,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4397,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4398,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4399,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4400,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4401,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4402,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4403,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4404,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4405,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4406,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4407,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4408,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4409,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4410,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4411,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4412,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4413,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4414,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4415,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4416,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4417,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4418,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4419,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4420,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4421,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4422,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4423,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4424,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4425,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4426,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4427,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4428,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4429,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4430,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4431,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4432,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4433,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4434,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4435,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4436,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4437,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4438,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4439,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4440,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4441,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4442,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4443,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4444,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4445,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4446,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4447,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4448,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4449,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4450,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4451,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4452,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4453,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4454,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4455,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4456,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4457,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4458,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4459,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4460,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4461,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4462,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4463,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4464,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4465,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4466,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4467,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4468,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4469,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4470,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4471,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4472,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4473,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4474,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4475,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4476,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4477,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4478,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4479,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4480,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4481,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4482,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4483,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4484,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4485,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4486,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4487,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4488,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4489,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4490,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4491,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4492,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4493,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4494,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4495,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4496,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4497,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4498,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4499,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4500,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4501,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4502,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4503,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4504,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4505,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4506,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4507,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4508,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4509,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4510,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4511,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4512,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4513,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4514,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4515,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4516,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4517,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4518,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4519,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4520,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4521,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4522,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4523,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4524,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4525,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4526,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4527,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4528,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4529,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4530,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4531,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4532,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4533,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4534,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4535,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4536,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4537,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4538,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4539,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4540,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4541,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4542,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4543,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4544,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4545,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4546,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4547,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4548,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4549,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4550,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4551,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4552,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4553,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4554,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4555,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4556,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4557,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4558,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4559,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4560,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4561,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4562,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4563,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4564,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4565,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4566,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4567,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4568,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4569,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4570,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4571,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4572,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4573,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4574,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4575,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4576,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4577,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4578,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4579,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4580,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4581,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4582,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4583,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4584,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4585,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4586,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4587,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4588,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4589,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4590,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4591,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4592,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4593,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4594,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4595,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4596,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4597,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4598,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4599,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4600,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4601,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4602,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4603,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4604,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4605,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4606,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4607,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4608,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4609,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4610,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4611,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4612,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4613,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4614,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4615,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4616,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4617,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4618,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4619,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4620,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4621,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4622,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4623,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4624,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4625,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4626,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4627,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4628,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4629,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4630,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4631,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4632,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4633,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4634,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4635,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4636,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4637,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4638,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4639,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4640,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4641,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4642,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4643,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4644,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4645,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4646,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4647,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4648,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4649,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4650,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4651,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4652,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4653,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4654,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4655,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4656,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4657,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4658,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4659,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4660,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4661,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4662,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4663,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4664,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4665,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4666,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4667,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4668,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4669,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4670,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4671,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4672,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4673,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4674,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4675,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4676,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4677,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4678,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4679,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4680,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4681,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4682,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4683,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4684,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4685,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4686,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4687,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4688,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4689,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4690,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4691,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4692,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4693,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4694,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4695,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4696,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4697,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4698,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4699,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4700,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4701,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4702,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4703,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4704,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4705,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4706,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4707,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4708,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4709,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4710,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4711,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4712,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4713,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4714,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4715,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4716,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4717,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4718,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4719,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4720,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4721,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
4722,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
